ibi_mean,ibi_std,ibi_min,ibi_max,ibi_range,ibi_median,subject,label,window
2.53125,4.8944725910869415,0.296875,26.0,25.703125,0.96875,S10,baseline,1
7.239583333333333,11.00493780725239,0.296875,41.546875,41.25,2.0234375,S10,baseline,2
2.62109375,6.0399182264842946,0.296875,34.1875,33.890625,0.8359375,S10,baseline,3
3.1298828125,6.021825433674568,0.3125,25.625,25.3125,1.1484375,S10,baseline,4
2.8372395833333335,4.7018752016385825,0.296875,24.3125,24.015625,1.21875,S10,baseline,5
3.5980113636363638,6.7946713302513615,0.3125,29.609375,29.296875,1.171875,S10,baseline,6
2.0030487804878048,3.315368170368108,0.296875,17.453125,17.15625,0.921875,S10,baseline,7
5.7140625,14.157952177602567,0.296875,49.359375,49.0625,0.796875,S10,baseline,8
0.8877840909090909,0.471369802584518,0.3125,2.40625,2.09375,0.640625,S10,baseline,9
3.382575757575758,4.174925151177567,0.328125,18.0625,17.734375,1.421875,S10,stress,1
3.186607142857143,5.985531689381641,0.328125,33.578125,33.25,1.609375,S10,stress,2
5.904513888888889,10.525709071430976,0.296875,47.328125,47.03125,2.671875,S10,stress,3
2.72265625,5.234146158710338,0.3125,21.109375,20.796875,0.6875,S10,stress,4
4.99140625,9.795678100480957,0.53125,41.6875,41.15625,0.984375,S10,stress,5
6.9052734375,7.7694919099957716,0.296875,24.953125,24.65625,3.2734375,S10,stress,6
12.463541666666666,8.163344349727153,1.109375,23.40625,22.296875,11.5234375,S11,baseline,1
25.08984375,27.952774275940477,0.484375,69.09375,68.609375,15.390625,S11,baseline,3
5.508413461538462,5.729995037164043,0.984375,20.359375,19.375,2.859375,S11,baseline,4
2.1640625,0.0390625,2.125,2.203125,0.078125,2.1640625,S11,baseline,5
7.318080357142857,8.866662109086619,0.46875,30.578125,30.109375,3.296875,S11,baseline,6
5.203993055555555,5.583208157563261,0.296875,20.078125,19.78125,2.5625,S11,baseline,7
20.7875,13.377433335892578,3.25,44.65625,41.40625,19.21875,S11,baseline,8
8.761160714285714,18.7165153281794,0.4375,54.578125,54.140625,1.203125,S11,baseline,9
10.338068181818182,14.27981591032781,1.640625,53.453125,51.8125,4.640625,S11,stress,1
9.481534090909092,8.585752524017177,1.46875,31.859375,30.390625,5.59375,S11,stress,2
2.4944444444444445,5.748546913650558,0.328125,35.25,34.921875,1.0625,S11,stress,3
4.091032608695652,6.511529953647751,0.328125,19.921875,19.59375,0.953125,S11,stress,4
9.828125,12.81262385610867,0.421875,39.453125,39.03125,1.9375,S11,stress,5
3.4130208333333334,3.9684335572116454,0.296875,17.625,17.328125,1.578125,S13,baseline,1
19.709375,12.37410271368191,2.078125,36.015625,33.9375,15.21875,S13,baseline,2
4.366875,6.028971590370949,0.359375,24.25,23.890625,2.171875,S13,baseline,3
3.59375,5.288137472493423,0.5625,25.0625,24.5,1.6875,S13,baseline,4
6.426470588235294,13.029779510312915,0.3125,55.421875,55.109375,1.765625,S13,baseline,5
5.402644230769231,5.160524720787698,0.609375,15.4375,14.828125,3.625,S13,baseline,6
5.144097222222222,6.486797898150567,0.484375,19.984375,19.5,1.421875,S13,baseline,7
2.7744791666666666,3.9929211518745027,0.296875,18.0,17.703125,0.9765625,S13,baseline,8
5.7109375,8.400588387363486,0.3125,33.625,33.3125,1.6171875,S13,baseline,9
11.990625,16.51040332544151,2.4375,44.890625,42.453125,3.234375,S13,stress,1
15.53125,9.76268348556306,1.546875,31.890625,30.34375,10.65625,S13,stress,2
5.427556818181818,7.7471564864815425,0.296875,36.71875,36.421875,2.6015625,S13,stress,3
6.470486111111111,7.7409744727651395,0.296875,31.0625,30.765625,3.8125,S13,stress,4
9.3265625,5.257720560117402,1.0625,17.4375,16.375,9.6484375,S13,stress,5
19.51875,20.092322072124965,0.546875,54.75,54.203125,13.328125,S14,baseline,1
7.580357142857143,9.21505081869867,0.640625,28.90625,28.265625,4.078125,S14,baseline,2
6.619791666666667,7.235126775793604,1.15625,16.84375,15.6875,1.859375,S14,baseline,3
7.880208333333333,9.660141419682422,0.75,27.796875,27.046875,2.7734375,S14,baseline,5
35.8125,15.71875,20.09375,51.53125,31.4375,35.8125,S14,baseline,6
15.260416666666666,7.824223842186449,4.234375,21.578125,17.34375,19.96875,S14,baseline,7
9.747159090909092,16.92546486488048,0.578125,61.078125,60.5,2.9375,S14,baseline,8
13.771484375,9.47505184753243,2.0,27.71875,25.71875,9.3359375,S14,stress,1
6.9892578125,6.112106064035939,1.171875,25.03125,23.859375,5.7578125,S14,stress,2
5.293154761904762,4.218143432920651,0.96875,17.15625,16.1875,3.8125,S14,stress,3
13.119791666666666,13.774976329317736,0.328125,38.453125,38.125,10.0859375,S14,stress,4
2.822172619047619,4.962304370165835,0.296875,23.84375,23.546875,1.171875,S15,baseline,1
2.792652027027027,4.581319434610345,0.296875,21.0,20.703125,0.9375,S15,baseline,2
3.0563322368421053,5.8721445716444185,0.296875,19.953125,19.65625,0.7265625,S15,baseline,3
2.484707446808511,5.850577606127184,0.296875,36.859375,36.5625,1.140625,S15,baseline,4
3.206770833333333,3.854542528125545,0.3125,13.328125,13.015625,1.2890625,S15,baseline,5
22.036458333333332,13.63532515248129,2.984375,34.140625,31.15625,28.984375,S15,baseline,6
4.626736111111111,9.369690175834341,0.296875,35.109375,34.8125,0.9296875,S15,baseline,7
2.7953629032258065,3.930407869101475,0.296875,19.15625,18.859375,1.4375,S15,baseline,8
2.739720394736842,3.6012780069375117,0.296875,15.796875,15.5,1.5,S15,baseline,9
4.3233173076923075,4.96505548958926,0.421875,25.328125,24.90625,2.890625,S15,stress,1
2.4208559782608696,3.440344984653274,0.296875,17.234375,16.9375,1.1796875,S15,stress,2
1.63984375,3.196958526981885,0.3125,19.515625,19.203125,0.859375,S15,stress,3
6.9072265625,12.70667336467421,0.3125,48.703125,48.390625,1.140625,S15,stress,4
4.50390625,7.600427943445198,0.375,37.125,36.75,1.796875,S15,stress,5
6.205078125,6.2833870815470805,0.765625,21.3125,20.546875,4.125,S16,baseline,1
10.564732142857142,10.968109046480377,1.6875,33.34375,31.65625,6.0625,S16,baseline,2
5.907169117647059,7.601905098508539,0.421875,24.6875,24.265625,1.109375,S16,baseline,3
7.985491071428571,12.88054593014697,0.3125,49.65625,49.34375,2.15625,S16,baseline,4
36.671875,29.453125,7.21875,66.125,58.90625,36.671875,S16,baseline,5
11.0859375,11.078337114506683,0.84375,36.640625,35.796875,8.4765625,S16,baseline,6
4.532738095238095,7.954667623281446,0.296875,29.96875,29.671875,1.109375,S16,baseline,7
3.8671875,6.656153718493793,0.328125,32.328125,32.0,1.1015625,S16,baseline,8
6.787683823529412,14.220073123255412,0.34375,55.390625,55.046875,1.765625,S16,baseline,9
3.7494212962962963,7.630754603930266,0.34375,39.296875,38.953125,1.46875,S16,stress,1
2.5517113095238093,4.395410362590904,0.296875,27.703125,27.40625,1.375,S16,stress,2
3.982638888888889,4.739805270546525,0.296875,17.78125,17.484375,1.734375,S16,stress,3
17.25390625,12.36566179687948,1.265625,33.390625,32.125,17.1796875,S16,stress,4
52.484375,49.703125,2.78125,102.1875,99.40625,52.484375,S16,stress,5
6.345588235294118,8.830809362759776,1.125,35.65625,34.53125,2.828125,S17,baseline,1
5.217708333333333,6.6313881020282786,0.3125,26.8125,26.5,1.984375,S17,baseline,5
12.721875,14.084792746744624,1.078125,39.671875,38.59375,6.53125,S17,baseline,6
7.853125,17.429380203289885,0.3125,67.46875,67.15625,1.375,S17,baseline,7
18.135416666666668,22.625245787876107,1.546875,50.125,48.578125,2.734375,S17,baseline,9
3.58544921875,3.8145285978336556,0.34375,17.296875,16.953125,2.1640625,S17,stress,1
4.794744318181818,6.782710056107617,0.59375,31.375,30.78125,1.71875,S17,stress,2
2.468349358974359,3.1876482478320343,0.3125,14.078125,13.765625,1.171875,S17,stress,3
3.146354166666667,5.876536649844176,0.296875,24.078125,23.78125,0.71875,S17,stress,4
1.9925130208333333,3.216872160282203,0.296875,20.046875,19.75,0.8203125,S17,stress,5
4.958559782608695,7.538783340877514,0.328125,30.28125,29.953125,1.265625,S17,stress,6
2.786830357142857,4.794990058134139,0.328125,22.765625,22.4375,1.0703125,S2,baseline,1
3.375,6.882790330554535,0.3125,35.734375,35.421875,0.8671875,S2,baseline,2
2.6044642857142857,4.809527391632919,0.34375,27.453125,27.109375,1.21875,S2,baseline,3
4.310763888888889,11.85970043694568,0.34375,61.09375,60.75,0.734375,S2,baseline,4
5.205163043478261,11.629037313505618,0.3125,42.21875,41.90625,1.109375,S2,baseline,5
5.696875,6.408799797446477,0.640625,20.265625,19.625,2.9921875,S2,baseline,6
