eda_mean,eda_std,eda_min,eda_max,eda_range,eda_skewness,eda_kurtosis,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,subject,label,window
0.41160635000000007,0.05037639216995232,0.364565,0.607608,0.24304300000000006,1.8567955416336448,3.728307599915629,5.0,0.10600421234062396,0.028043929359986064,S10,baseline,1
0.41281090833333334,0.04611156090649355,0.367123,0.607608,0.24048500000000006,1.9065030703934143,4.401679649597873,4.0,0.06760023029096282,0.02722241210436853,S10,baseline,2
0.3831660083333333,0.012747890547391122,0.368402,0.424686,0.056284,2.1024153750691745,3.629695889649847,15.0,0.006493192484462002,0.01177533073829936,S10,baseline,3
0.3781879333333334,0.002920088973340058,0.368402,0.390148,0.021745999999999988,0.7333404729075306,4.283322477935581,17.0,0.004379814287594867,0.000738319494305508,S10,baseline,4
0.37815588333333333,0.0027588089645815524,0.37224,0.390148,0.01790799999999998,1.3841284791673494,4.511147627322559,21.0,0.003883582546236106,0.0009663588639597374,S10,baseline,5
0.3788274416666667,0.004799569923086567,0.370961,0.401661,0.030700000000000005,2.5588535917723023,7.742826998201892,17.0,0.005779559413340793,0.0015753350915732151,S10,baseline,6
0.3797869916666668,0.0045448832245648,0.370961,0.401661,0.030700000000000005,2.4450668634007013,7.90117949929456,22.0,0.004220365763474203,0.0005396931392041117,S10,baseline,7
0.37936060833333335,0.0015903375757777155,0.37224,0.382473,0.010232999999999992,-1.2349524957469038,3.1640443865362577,32.0,0.002642064391548748,0.0003972486613089609,S10,baseline,8
0.37775084166666667,0.0029624651193328614,0.369681,0.385032,0.015351000000000004,-0.3082531064884171,-0.30532040135129446,31.0,0.0032494511628680914,0.0020905454234961054,S10,baseline,9
0.376087775,0.0023441304765395767,0.369681,0.385032,0.015351000000000004,0.30875956555533485,2.6195986163416745,31.0,0.0032213970940545428,0.002259913391508285,S10,baseline,10
0.3770899083333334,0.0020487608734542926,0.369681,0.381194,0.011512999999999995,-0.7876308449894802,0.9607214081054156,32.0,0.002885218144807971,0.002152777888496443,S10,baseline,11
0.381364625,0.0074587239727075105,0.37224,0.417011,0.044771000000000005,2.7816671782851183,9.155193009406958,11.0,0.009512785737574499,0.0035407027795457827,S10,baseline,12
0.38683304166666665,0.007373279854081039,0.374798,0.417011,0.042213,1.4494013369837973,3.646374897456866,10.0,0.010020820319493542,0.00379917251939994,S10,baseline,13
0.392439975,0.0053990207699521784,0.377356,0.405498,0.028142,-0.26485046007808233,-0.6635623757699403,13.0,0.004655177628980266,0.00425620414675208,S10,baseline,14
0.3946892833333333,0.0032479918723813867,0.385032,0.400382,0.01535000000000003,-0.45193538188429444,-0.20370152851002166,23.0,0.0033422630411364903,0.0016953227157919352,S10,baseline,15
0.38969000833333334,0.004241866382650904,0.379915,0.396544,0.016629000000000005,-0.15944149514162498,-1.0665915497524514,32.0,0.0041745183194548405,0.003795263885732805,S10,baseline,16
0.3861509416666667,0.003382623361376578,0.376077,0.408057,0.03198000000000001,2.2288616596223396,14.56890453321621,18.0,0.006663970190450499,0.0014444894511240172,S10,baseline,17
0.385170175,0.003343085255824081,0.376077,0.408057,0.03198000000000001,2.9663863164645212,18.472735700351947,14.0,0.006836683817030133,0.001240352104313912,S10,baseline,18
0.3826330666666666,0.002402092881680936,0.376077,0.38759,0.011512999999999995,-0.5197844450042823,0.27091848072559443,30.0,0.003362354250949941,0.002239927214775841,S10,baseline,19
0.37893404999999997,0.003153881423077492,0.367123,0.385032,0.017909000000000008,-0.6475716615485583,0.8058948716843708,36.0,0.0033807728114169763,0.0024487483831696437,S10,baseline,20
0.37641840833333334,0.008353456626347197,0.364565,0.447711,0.08314600000000005,5.756908523237021,45.68234746260622,8.0,0.018315697622481357,0.0010027807676824708,S10,baseline,21
0.37524589166666666,0.008991658527765083,0.364565,0.447711,0.08314600000000005,5.086301917641874,36.15338455040065,7.0,0.025392471480088004,0.001994269220041512,S10,baseline,22
0.3742544583333334,0.0038821950811704334,0.368402,0.393986,0.025583999999999996,2.3129522685771695,9.295117414165405,17.0,0.006081437409667626,0.0012148134165888803,S10,baseline,23
0.3750324916666667,0.0019606562931657775,0.368402,0.378636,0.010233999999999965,-0.8056311728338891,1.0624054077478542,28.0,0.0027806828744300384,0.0012698581484496187,S10,baseline,24
0.37717509166666663,0.0027300873184931645,0.370961,0.385032,0.014071,0.7604741660857356,1.9176815077319764,28.0,0.002961000260714031,0.0015966612081936328,S10,baseline,25
0.38794159999999994,0.011583435327656474,0.370961,0.409336,0.03837499999999999,0.38835417460459454,-1.6063335908552991,23.0,0.005045810201847761,0.01021024308595144,S10,baseline,26
0.4001257833333334,0.00680411750851808,0.373519,0.409336,0.03581699999999999,-2.180008750403237,3.796565038089036,19.0,0.005679811341083859,0.0043759217142246894,S10,baseline,27
0.3991556916666667,0.008035018240796386,0.377356,0.406777,0.029420999999999975,-1.4307078554679142,0.621467442169934,20.0,0.005387933983279964,0.005563546172829041,S10,baseline,28
0.3937192333333333,0.007491374311759422,0.377356,0.406777,0.029420999999999975,0.1592120640141622,-0.6085343428979857,25.0,0.005025284903409208,0.004892550363030748,S10,baseline,29
0.39368728333333336,0.002810921290796939,0.386311,0.399102,0.012790999999999997,-0.34755829211296413,-0.3442348751214075,32.0,0.0032563154766767936,0.0019549468416223416,S10,baseline,30
0.39634145000000004,0.0023469560848398247,0.38759,0.400382,0.012792000000000026,-1.042036620158928,1.4195958974173317,32.0,0.0035586523712516594,0.0009871751695172658,S10,baseline,31
0.39813227500000004,0.002264308378447678,0.390148,0.401661,0.011512999999999995,-1.2677146311542633,2.1711688287479047,30.0,0.0032128803809802257,0.0010705947586919001,S10,baseline,32
0.3975673916666667,0.0030965773371467043,0.388869,0.404219,0.015349999999999975,-0.6300154138596178,-0.3031301381926186,19.0,0.004681838725019448,0.0015664383086658104,S10,baseline,33
0.39803639999999996,0.004227470034193031,0.388869,0.409336,0.020466999999999957,0.3717697488915991,-0.2602435447024627,18.0,0.006239652852078461,0.0021810502345698092,S10,baseline,34
0.4014261666666667,0.0037837358464295036,0.391427,0.409336,0.017908999999999953,-0.4818590511898859,-0.5312315167191333,18.0,0.004785764491246023,0.0023341485474882334,S10,baseline,35
0.40480535000000006,0.003097864290254387,0.395265,0.409336,0.014071,-0.9233849706262691,0.7276961832795013,33.0,0.0030492790881801904,0.0022672672785087208,S10,baseline,36
0.4041977583333333,0.007836746348661792,0.377356,0.43364,0.056284,-1.4246767906337108,4.348395552485957,13.0,0.010688596579923474,0.004023715129103197,S10,baseline,37
0.40242819999999996,0.009066760670713664,0.377356,0.43364,0.056284,-0.2577793393436143,1.9374445323098906,13.0,0.01360721620277629,0.0029478790567487767,S10,baseline,38
0.40930378333333334,0.008466542456618422,0.390148,0.43364,0.04349200000000003,-0.4491074160185482,-0.12312198821841802,14.0,0.006868247335805128,0.006610474744183861,S10,baseline,39
0.4151241166666667,0.0033680819422517404,0.405498,0.424686,0.019187999999999983,-0.04106376118548189,0.16958981774974458,19.0,0.004356345448034772,0.0012137593956769107,S10,baseline,40
0.41818354166666666,0.004241240313665785,0.408057,0.425965,0.01790799999999998,-0.37740356364212324,-0.9962599137674486,32.0,0.0033338777247239907,0.0034301458819274945,S10,baseline,41
0.421370825,0.004891896707247093,0.408057,0.437478,0.029420999999999975,0.2693318088162813,1.4925138310321389,17.0,0.006179050399296775,0.0025132717853249384,S10,baseline,42
0.41902558333333334,0.0060353491414931555,0.40294,0.437478,0.03453799999999996,0.3450453396890555,0.87674493063076,22.0,0.006357632378540348,0.003984518092885097,S10,baseline,43
0.42205298333333335,0.011626119395555945,0.40294,0.491203,0.08826299999999998,3.176579452054415,14.978580856215723,9.0,0.016454324328610367,0.006900032086038407,S10,baseline,44
0.428011875,0.011768444751086479,0.405498,0.491203,0.08570499999999998,1.9552263090132684,8.765139158368651,6.0,0.01745374970037538,0.006386136388851008,S10,baseline,45
0.42497380000000007,0.007507080364118483,0.405498,0.437478,0.03197999999999995,0.2506014896683064,-0.8066174746618779,26.0,0.005430380160728259,0.0057182173888372925,S10,baseline,46
0.42142414166666664,0.00264672870192568,0.411894,0.425965,0.014071,-1.4143202739778973,2.488942976274802,33.0,0.003592619887314257,0.0008206246141175911,S10,baseline,47
0.42210633333333336,0.009605141744861908,0.406777,0.486086,0.07930900000000002,4.045866060153162,22.062659944625878,7.0,0.024320099851704996,0.0013555890775098698,S10,baseline,48
0.42322554166666665,0.009570009097780274,0.406777,0.486086,0.07930900000000002,3.7870888149203634,20.501057100204797,6.0,0.0252338661847749,0.0036776065741482757,S10,baseline,49
0.42440878333333326,0.0023480593908705863,0.415732,0.428523,0.012790999999999997,-1.1980124305520616,1.8212049794369118,35.0,0.003076638138551155,0.0007868091904168289,S10,baseline,50
0.4239716916666667,0.0034945135779672126,0.411894,0.429803,0.017909000000000008,-1.4471444726809057,1.9292139791457457,23.0,0.005365574233995536,0.0012904596254605417,S10,baseline,51
0.42275655,0.004115254799422104,0.409336,0.431082,0.021746000000000043,-0.7967263476057738,0.7905379946954461,23.0,0.005543887121810424,0.0004920071394039937,S10,baseline,52
0.42408899166666664,0.0051589485257751136,0.405498,0.442594,0.03709599999999996,-0.03779542747918129,2.985576291056012,12.0,0.007835631136890715,0.0015406380369021471,S10,baseline,53
0.42731885833333333,0.004692161410792531,0.405498,0.442594,0.03709599999999996,-1.0597548985512335,4.980927775466373,20.0,0.006020628731928971,0.0019072057409576595,S10,baseline,54
0.4295468583333334,0.0025240928281128235,0.420848,0.436199,0.015351000000000004,-0.5017346112308837,1.549828782755677,30.0,0.0033309113851898646,0.00048631982045768446,S10,baseline,55
0.4242915916666667,0.013028134097339649,0.38759,0.445153,0.05756300000000003,-1.6600366341279258,1.6284217218268067,13.0,0.008404358328930508,0.008258542065929398,S10,baseline,56
0.4036222,0.018859308690317007,0.382473,0.445153,0.06268000000000001,0.6594084182688392,-1.3098503287791405,15.0,0.007858561218506943,0.016031358101846284,S10,baseline,57
0.3871635666666666,0.0027845791116233153,0.379915,0.392707,0.01279199999999997,-0.35421697779782735,0.2748133151790517,39.0,0.0034385164095920274,0.002068547278127049,S10,baseline,58
0.38523427499999996,0.0019609803159070754,0.379915,0.388869,0.008954000000000018,-0.9452217135091302,0.9925821267276271,39.0,0.0033678605189557827,0.0007316653597462798,S10,baseline,59
0.3994544083333333,0.01621401054206713,0.379915,0.440036,0.06012099999999998,0.35134486449791597,-1.4831956235473522,9.0,0.008786340568912854,0.0134710926640191,S10,baseline,60
0.4133439333333334,0.0072246266832426895,0.385032,0.440036,0.055004,-1.4607359034288339,8.792206610968742,10.0,0.008207478022903433,0.006811240646091164,S10,baseline,61
0.41232045,0.0017424971728815008,0.404219,0.415732,0.011512999999999995,-1.1452140675561262,3.7474123417359184,35.0,0.003005238936543096,0.0009246149783763326,S10,baseline,62
0.42015545833333334,0.01932848695531022,0.388869,0.498878,0.11000899999999997,2.096536754678651,4.6190333977661995,5.0,0.04142685405308486,0.010303688130741258,S10,baseline,63
0.41905753333333334,0.020278356055547387,0.388869,0.498878,0.11000899999999997,1.8825845068258442,3.7685858642784,4.0,0.048199624692511885,0.011265260977171298,S10,baseline,64
0.40448560000000006,0.007072018553661559,0.392707,0.424686,0.031979000000000035,0.9118346259446022,0.14428412296261417,33.0,0.0037954146091894055,0.007564743584580172,S10,baseline,65
0.39695985,0.0031470351805310383,0.388869,0.404219,0.015349999999999975,-0.11287167224569754,-0.5384019865994261,36.0,0.0030562859828110467,0.0025725159162433187,S10,baseline,66
0.3924720583333333,0.0029633090830349087,0.383752,0.397823,0.014071,-0.1365718549610592,-0.6512664413043145,33.0,0.0025743177684731996,0.0021634330034804466,S10,baseline,67
0.3885599416666667,0.0025207100530598965,0.381194,0.392707,0.011512999999999995,-0.4052215445454422,0.26507131149766616,31.0,0.0032428110667365637,0.001927646335449716,S10,baseline,68
0.39414573333333336,0.011883868979793108,0.377356,0.419569,0.042213,0.9384041816211066,-0.7577403549818178,18.0,0.006581374114782878,0.009912963372114449,S10,baseline,69
0.410902875,0.013489509570132948,0.377356,0.428523,0.05116699999999996,-1.079977840618615,-0.21702048904232063,18.0,0.006341756368680017,0.0116772950732886,S10,baseline,70
0.42175456666666666,0.0031132383374158036,0.413173,0.429803,0.016629999999999978,-0.2693838419241777,0.21639382482586456,30.0,0.0036596146620327752,0.0018100516376719283,S10,baseline,71
0.42467535,0.003402386377358299,0.414453,0.43364,0.01918700000000001,0.2862072899859688,0.42243457813355345,29.0,0.003763404123410691,0.002147567378117249,S10,baseline,72
0.427521475,0.004857474657615315,0.406777,0.436199,0.029422000000000004,-1.531663134483123,3.779121771182284,21.0,0.005516701782057605,0.0023103700698860006,S10,baseline,73
0.4284914416666667,0.004221538832376639,0.406777,0.436199,0.029422000000000004,-2.5613360867867283,9.833501508181298,30.0,0.004036652647105437,0.001994460556777197,S10,baseline,74
0.43117774999999997,0.004129220871322662,0.423407,0.438757,0.01535000000000003,0.26140326202935793,-1.1657380346359323,33.0,0.0032325197511538463,0.0031812048283864996,S10,baseline,75
0.4368595333333333,0.004306335477977637,0.424686,0.445153,0.020467000000000013,-0.43238971953807254,0.18273925117844536,32.0,0.003275990199157815,0.0030841014900810106,S10,baseline,76
0.4429568583333333,0.004486722494010961,0.427244,0.450269,0.023024999999999962,-0.4963220170338791,-0.12438306685039446,29.0,0.003775099563064708,0.003741033207827164,S10,baseline,77
2.3114641333333332,0.05266386366142242,2.239948,2.415195,0.17524700000000015,0.472850297256743,-1.2075029514031792,16.0,0.012731481701615225,0.05104534553309332,S10,stress,1
2.24242065,0.03819814613164057,2.14273,2.301348,0.15861800000000015,-0.938897621656971,0.19053347097164108,13.0,0.014289275198170243,0.03139635330819058,S10,stress,2
2.1821608916666673,0.04634886830473783,2.110751,2.284719,0.1739679999999999,0.509981184968631,-0.9286535073320152,11.0,0.02054740340667622,0.041211260228076745,S10,stress,3
2.1482308249999997,0.03257107135421002,2.082609,2.22076,0.1381509999999997,0.04643133598404964,-0.5516469333673988,8.0,0.030298974031723033,0.018309931258275715,S10,stress,4
2.0862122,0.07285549231899634,1.964925,2.22076,0.2558349999999998,0.23608488021481105,-1.2485787151020642,9.0,0.016946253164380146,0.06477750442152977,S10,stress,5
2.0581343166666666,0.05352111873768201,1.964925,2.196456,0.23153099999999993,0.9201902289040647,0.5082509945736384,3.0,0.07822483570902129,0.027814858929435107,S10,stress,6
2.226825466666667,0.19315647883753612,2.042955,2.818135,0.7751799999999998,1.4010350009266803,1.4816976962754067,2.0,0.6756912826354246,0.1260656738543753,S10,stress,7
2.392244091666667,0.2083229303850953,2.048071,2.900002,0.851931,0.5542521654784124,-0.9311561930882313,4.0,0.2809768181239109,0.14271363632664139,S10,stress,8
2.782051916666666,0.40707235384522616,2.14401,3.459306,1.315296,-0.13153617376382726,-1.2790821493162303,5.0,0.21542772674215654,0.3645435653943576,S10,stress,9
3.0456930166666667,0.15859220281605815,2.845302,3.459306,0.614004,1.0655101848703805,0.25662800082964177,6.0,0.0889459765152161,0.10277981659811178,S10,stress,10
3.0327012666666664,0.12148463679005762,2.845302,3.295572,0.4502699999999997,0.3452528232122376,-0.9769057312680145,5.0,0.08545819703340549,0.09855274251213535,S10,stress,11
3.0808195250000003,0.0891728194330128,2.904144,3.295572,0.3914279999999999,0.2953818362215748,-0.4262280488159491,5.0,0.04353197058055473,0.05427183971758764,S10,stress,12
3.0006898749999995,0.06530289471947402,2.901586,3.120325,0.2187389999999998,0.24246478925917242,-1.2274354244895382,4.0,0.042381682807668575,0.049537304119888305,S10,stress,13
3.089935275,0.17287166771774964,2.901586,3.507541,0.6059549999999998,0.853224091887323,-0.5260949396592896,3.0,0.19838563314074106,0.12416315009640466,S10,stress,14
3.1430706833333337,0.14956368725997538,2.970288,3.507541,0.5372529999999998,0.7363762634909718,-0.6852099387578816,5.0,0.13010845604705606,0.0947169096236394,S10,stress,15
3.037100075,0.07848719318155908,2.968103,3.312201,0.3440979999999998,2.0788635699344065,3.9438545541370233,4.0,0.09857536571857474,0.04130980174134356,S10,stress,16
2.974680008333333,0.051572639808574176,2.893911,3.102416,0.20850499999999972,0.4710778675845399,-0.6165085572301412,13.0,0.009350573463908475,0.05339401687644721,S10,stress,17
2.9396839249999998,0.04088292361491173,2.881119,3.067878,0.1867589999999999,1.1019038376214096,1.2574217273344663,6.0,0.04628388954551985,0.022276661832689636,S10,stress,18
2.9347057833333334,0.055889264338986014,2.858094,3.067878,0.20978399999999997,0.6959702672904485,-0.6133282325904768,7.0,0.06480317931309591,0.024710941019653106,S10,stress,19
2.9422636166666667,0.05161028667219731,2.858094,3.043574,0.1854800000000001,0.21697077476852109,-1.0562414294657656,7.0,0.06513425818959115,0.029421377857540218,S10,stress,20
2.981534266666667,0.06123598304574596,2.888794,3.136954,0.24815999999999994,0.6155729460370037,-0.26219958398868526,5.0,0.11422068713920056,0.028879560083800746,S10,stress,21
2.9905098166666666,0.07698212384638216,2.789018,3.136954,0.3479359999999998,-0.2562889431606119,-0.05392379836262018,4.0,0.12397322337156184,0.022101748205329404,S10,stress,22
2.954394508333333,0.06152135808440781,2.789018,3.129279,0.3402609999999999,0.47364916224215703,1.7169541922332057,2.0,0.08734011506915156,0.02911790309385253,S10,stress,23
2.9742749583333334,0.06224964857402756,2.892632,3.159979,0.267347,1.1560146132770766,0.6438928647867539,5.0,0.018892644473559334,0.04615990704017754,S10,stress,24
3.003770558333333,0.05130995183568127,2.924611,3.159979,0.2353679999999998,0.7777679519393055,0.7839295718100066,3.0,0.08431205191187145,0.032763300989796365,S10,stress,25
2.9756927,0.04995215690081193,2.836348,3.08067,0.24432199999999993,-0.14115442836539385,-0.13211033625064283,7.0,0.04398748454272115,0.03529195631769935,S10,stress,26
