ibi_mean,ibi_std,ibi_min,ibi_max,ibi_range,ibi_median,subject,label,window
2.174342105263158,2.9672661767837822,0.296875,11.265625,10.96875,1.03125,S10,baseline,1
1.478125,0.8486317111975018,0.359375,2.609375,2.25,1.140625,S10,baseline,2
6.03125,11.120580817040688,0.59375,30.890625,30.296875,1.1953125,S10,baseline,3
10.953125,17.665570686941095,0.296875,41.546875,41.25,0.984375,S10,baseline,4
5.596354166666667,4.085625452817696,0.59375,9.734375,9.140625,5.9765625,S10,baseline,5
4.1875,7.74493552120859,0.3125,23.140625,22.828125,1.171875,S10,baseline,6
0.8,0.383993713327445,0.375,1.59375,1.21875,0.640625,S10,baseline,7
1.2862215909090908,1.6710875001452759,0.296875,7.078125,6.78125,0.6875,S10,baseline,8
1.6588541666666667,1.010661616571939,0.34375,2.953125,2.609375,1.7734375,S10,baseline,9
1.2565104166666667,1.7311162414170065,0.3125,6.90625,6.59375,0.6484375,S10,baseline,10
3.7369791666666665,3.8286395983488886,0.90625,11.78125,10.875,1.828125,S10,baseline,12
1.181640625,0.6702349851378503,0.46875,3.046875,2.578125,0.8203125,S10,baseline,13
2.623046875,2.6145093281722307,0.296875,8.25,7.953125,1.703125,S10,baseline,14
4.271484375,4.306168483189579,0.625,15.234375,14.609375,3.40625,S10,baseline,15
3.2434895833333335,7.257055481502829,0.390625,27.0,26.609375,0.6953125,S10,baseline,16
2.7822916666666666,4.565069434408663,0.3125,17.453125,17.140625,1.1875,S10,baseline,17
1.8474264705882353,2.315445073012431,0.296875,10.546875,10.25,1.28125,S10,baseline,18
1.6975446428571428,2.0512290722180135,0.328125,7.765625,7.4375,0.796875,S10,baseline,19
0.5954861111111112,0.24896099680893544,0.296875,1.125,0.828125,0.625,S10,baseline,22
3.6785714285714284,4.897789403347271,0.921875,15.515625,14.59375,1.640625,S10,baseline,24
2.4973958333333335,3.6972958325679466,0.484375,14.078125,13.59375,1.078125,S10,baseline,25
4.309375,6.492689699288732,0.40625,17.265625,16.859375,1.453125,S10,baseline,26
2.6333333333333333,2.3167252128393554,0.328125,9.078125,8.75,1.484375,S10,stress,1
3.4596354166666665,5.1537969951618585,0.5,17.015625,16.515625,1.0703125,S10,stress,2
4.883680555555555,5.2280621712407,0.328125,14.078125,13.75,1.484375,S10,stress,3
3.728515625,3.0825034047005095,0.65625,9.28125,8.625,2.7265625,S10,stress,4
7.496875,13.048285477649928,0.359375,33.578125,33.21875,1.25,S10,stress,5
2.8246527777777777,2.6391481506414056,0.296875,8.03125,7.734375,1.53125,S10,stress,6
2.7395833333333335,1.2886178736559397,1.171875,4.328125,3.15625,2.71875,S10,stress,7
1.833984375,1.8701261116790986,0.4375,6.5,6.0625,1.0390625,S10,stress,8
0.7135416666666666,0.3219070237575509,0.3125,1.234375,0.921875,0.59375,S10,stress,9
0.9010416666666666,0.3647321125002416,0.625,1.6875,1.0625,0.7734375,S10,stress,10
0.6625,0.22590961964909773,0.390625,1.03125,0.640625,0.5625,S10,stress,12
2.0401785714285716,3.3041067978358543,0.53125,10.125,9.59375,0.671875,S10,stress,13
6.953125,5.580363988091039,0.90625,17.765625,16.859375,6.4453125,S10,stress,14
5.739583333333333,7.400196776193785,0.515625,19.921875,19.40625,1.1015625,S10,stress,15
5.525,6.810532972903076,0.296875,18.015625,17.71875,1.078125,S10,stress,16
7.3359375,4.565849851153808,1.109375,13.09375,11.984375,7.5703125,S11,baseline,1
0.90625,0.421875,0.484375,1.328125,0.84375,0.90625,S11,baseline,6
8.61328125,7.781527472148684,1.09375,19.0625,17.96875,7.1484375,S11,baseline,9
5.919270833333333,7.149295068475526,0.984375,21.71875,20.734375,3.1484375,S11,baseline,10
2.1640625,0.0390625,2.125,2.203125,0.078125,2.1640625,S11,baseline,12
7.0234375,3.0859375,3.9375,10.109375,6.171875,7.0234375,S11,baseline,14
9.3828125,9.866476122416694,0.46875,24.8125,24.34375,6.125,S11,baseline,15
2.58203125,0.7091215647226415,1.5625,3.375,1.8125,2.6953125,S11,baseline,16
4.7625,4.107032364585164,0.875,11.8125,10.9375,2.53125,S11,baseline,17
3.359375,3.259526302816101,0.359375,10.9375,10.578125,2.421875,S11,baseline,18
10.45703125,9.753257011832877,0.296875,23.65625,23.359375,8.9375,S11,baseline,19
1.6015625,0.998116308535525,0.453125,3.296875,2.84375,1.3046875,S11,baseline,22
8.776041666666666,4.416844778248256,3.703125,14.46875,10.765625,8.15625,S11,baseline,26
7.70703125,6.633308239351025,1.640625,18.640625,17.0,5.2734375,S11,stress,1
8.76171875,3.806802463369644,4.640625,14.765625,10.125,7.8203125,S11,stress,2
10.3359375,6.4921875,3.84375,16.828125,12.984375,10.3359375,S11,stress,3
6.046875,4.578125,1.46875,10.625,9.15625,6.046875,S11,stress,4
7.171875,2.837590628141534,4.765625,11.15625,6.390625,5.59375,S11,stress,5
4.416666666666667,1.5464102135627245,1.140625,7.140625,6.0,4.234375,S11,stress,6
1.6240234375,1.758875275510531,0.328125,7.71875,7.390625,0.9765625,S11,stress,7
4.81640625,10.583800378140923,0.328125,32.796875,32.46875,0.8046875,S11,stress,8
2.092548076923077,3.8178037939352896,0.390625,15.078125,14.6875,0.75,S11,stress,9
5.53515625,7.553442204435154,0.328125,18.984375,18.65625,0.9609375,S11,stress,10
1.71484375,1.2976924663820344,0.421875,3.859375,3.4375,1.2890625,S11,stress,12
15.3671875,13.2890625,2.078125,28.65625,26.578125,15.3671875,S11,stress,13
3.4921875,2.783936992063802,1.171875,8.78125,7.609375,1.8125,S13,baseline,1
3.6527777777777777,2.9127650408600028,0.703125,7.890625,7.1875,2.265625,S13,baseline,2
6.88125,11.78142655703247,0.671875,30.4375,29.765625,1.15625,S13,baseline,3
7.708333333333333,4.7484463833506165,1.5625,13.125,11.5625,8.4375,S13,baseline,6
2.6,1.7673553468035226,0.453125,5.890625,5.4375,2.2421875,S13,baseline,7
3.9515625,6.8896309161054665,0.359375,24.25,23.890625,1.4453125,S13,baseline,8
4.533203125,3.720419116457124,0.71875,10.921875,10.203125,3.6953125,S13,baseline,9
5.5703125,8.730781302664036,0.71875,25.0625,24.34375,2.0,S13,baseline,10
7.9875,6.974243910632893,0.515625,19.546875,19.03125,5.765625,S13,baseline,13
6.975,5.459622740515136,1.40625,16.296875,14.890625,3.625,S13,baseline,14
10.692708333333334,3.6545654357673714,7.4375,15.796875,8.359375,8.84375,S13,baseline,15
7.2625,7.860219263799197,0.796875,19.984375,19.1875,1.421875,S13,baseline,17
4.071875,6.00160785748286,0.578125,21.109375,20.53125,1.8359375,S13,baseline,20
2.8229166666666665,3.684929880584757,0.296875,12.234375,11.9375,0.9140625,S13,baseline,21
4.99609375,5.213857584657059,0.3125,14.484375,14.171875,2.8359375,S13,baseline,23
3.03125,2.4375,0.59375,5.46875,4.875,3.03125,S13,baseline,24
5.3984375,7.662347433823044,0.640625,22.1875,21.546875,1.515625,S13,baseline,25
2.8255208333333335,3.0158060268779674,0.625,9.1875,8.5625,1.4765625,S13,baseline,26
14.515625,4.984375,9.53125,19.5,9.96875,14.515625,S13,stress,4
7.6484375,4.970586089609428,1.734375,13.484375,11.75,7.6875,S13,stress,5
5.2125,3.3844716629778424,1.546875,10.109375,8.5625,3.140625,S13,stress,6
4.444196428571429,4.308898414730775,0.90625,14.515625,13.609375,2.9375,S13,stress,7
10.64453125,15.126885919193834,0.296875,36.71875,36.421875,2.78125,S13,stress,8
8.197916666666666,2.1088669655699532,6.046875,11.0625,5.015625,7.484375,S13,stress,9
4.763888888888889,4.177969334316332,0.53125,12.03125,11.5,4.078125,S13,stress,10
6.127604166666667,5.846321686992184,1.578125,18.109375,16.53125,3.390625,S13,stress,11
9.953125,6.967663872758932,1.0625,18.078125,17.015625,10.71875,S13,stress,12
9.526041666666666,5.638876594985231,4.703125,17.4375,12.734375,6.4375,S13,stress,13
8.60625,6.943461683933311,1.15625,19.46875,18.3125,4.21875,S13,stress,14
4.68125,4.5106817666512455,0.546875,10.546875,10.0,1.671875,S14,baseline,3
15.0,13.609375,1.390625,28.609375,27.21875,15.0,S14,baseline,12
9.046875,2.75,6.296875,11.796875,5.5,9.046875,S14,baseline,13
1.0625,0.359375,0.703125,1.421875,0.71875,1.0625,S14,baseline,14
2.39375,1.5579746969222574,0.921875,5.203125,4.28125,1.53125,S14,baseline,21
3.8125,4.431241919362637,0.578125,10.078125,9.5,0.78125,S14,baseline,22
14.119791666666666,16.694590864986946,1.703125,37.71875,36.015625,2.9375,S14,baseline,25
7.65625,3.105171467689023,2.8125,11.46875,8.65625,8.171875,S14,stress,1
9.6640625,9.42493537050951,1.171875,25.59375,24.421875,5.9453125,S14,stress,3
7.283854166666667,4.915599642558386,1.65625,16.96875,15.3125,6.703125,S14,stress,4
9.927083333333334,10.693059693447845,1.734375,25.03125,23.296875,3.015625,S14,stress,5
6.3046875,4.069312697105362,1.609375,13.765625,12.15625,5.8046875,S14,stress,6
6.447916666666667,3.4905432448398663,1.8125,11.515625,9.703125,5.6796875,S14,stress,7
2.5794270833333335,2.474581541570428,0.46875,10.078125,9.609375,2.140625,S14,stress,8
8.053125,8.58331525584666,0.328125,18.9375,18.609375,2.03125,S14,stress,9
1.59375,4.305956312554158,0.296875,23.84375,23.546875,0.7578125,S15,baseline,1
1.80859375,2.5573828241348004,0.296875,9.8125,9.515625,0.984375,S15,baseline,2
2.918269230769231,2.122215669574577,0.875,8.921875,8.046875,2.375,S15,baseline,3
2.34765625,3.8424496816047005,0.296875,15.40625,15.109375,0.7890625,S15,baseline,4
3.846590909090909,6.643442978899919,0.359375,21.0,20.640625,0.71875,S15,baseline,5
3.449519230769231,5.924721046631598,0.578125,19.953125,19.375,0.921875,S15,baseline,6
5.056640625,7.23704871580883,0.3125,18.484375,18.171875,1.1328125,S15,baseline,7
1.7316176470588236,4.464107764928448,0.296875,19.546875,19.25,0.625,S15,baseline,8
3.6393229166666665,7.218418717408919,0.3125,25.40625,25.09375,0.484375,S15,baseline,9
3.170673076923077,5.727608017091273,0.375,22.46875,22.09375,0.921875,S15,baseline,10
1.9140625,1.7215235670553812,0.3125,6.09375,5.78125,1.2578125,S15,baseline,11
3.8,3.948414931178079,0.3125,12.75,12.4375,1.4765625,S15,baseline,12
4.42578125,4.700501175801463,0.4375,15.578125,15.140625,2.859375,S15,baseline,13
0.6145833333333334,0.2348952559120767,0.328125,0.96875,0.640625,0.53125,S15,baseline,14
18.5625,15.578125,2.984375,34.140625,31.15625,18.5625,S15,baseline,15
2.515625,3.7612368845614754,0.296875,11.609375,11.3125,0.96875,S15,baseline,17
3.05625,7.177316835219482,0.296875,24.578125,24.28125,0.6953125,S15,baseline,18
2.86328125,1.7411493193142389,0.3125,5.765625,5.453125,3.2109375,S15,baseline,20
2.6850961538461537,3.9476643368852904,0.296875,16.046875,15.75,1.609375,S15,baseline,21
2.5859375,3.8740101852427524,0.375,13.25,12.875,1.0703125,S15,baseline,22
2.751736111111111,1.6936847255200351,0.65625,7.078125,6.421875,2.5,S15,baseline,23
2.502840909090909,2.5281074258243588,0.296875,9.390625,9.09375,1.578125,S15,baseline,24
4.517857142857143,8.601783698545095,0.5625,25.5625,25.0,1.03125,S15,baseline,25
5.424479166666667,6.9506632853517525,0.328125,18.953125,18.625,1.2421875,S15,baseline,26
4.440972222222222,7.486648191154522,1.046875,25.328125,24.28125,1.328125,S15,stress,1
3.7453125,1.5975758307999812,1.015625,6.4375,5.421875,3.859375,S15,stress,2
3.5890625,2.7012281097273605,0.359375,9.109375,8.75,2.7421875,S15,stress,3
