eda_mean,eda_std,eda_min,eda_max,eda_range,eda_skewness,eda_kurtosis,SCR_Peaks_N,SCR_Peaks_Amplitude_Mean,EDA_Tonic_SD,EDA_Sympathetic,EDA_SympatheticN,EDA_Autocorrelation,subject,label
0.40329119809322034,0.022201639930304003,0.364565,0.607608,0.24304300000000006,0.9450623385192115,4.10195217334968,31.0,0.04874626348928597,0.02043845103398121,2.5349062492060613e-05,0.0030155521180184382,0.8089601585008094,S10,baseline
2.4910006344827584,0.4895906858975935,1.605997,3.507541,1.901544,-0.17052272187994055,-1.3325312316478894,30.0,0.1318351260833771,0.485597198485014,0.0019065213698225612,0.005724506069627522,0.9689279310724096,S10,stress
3.176457704025424,0.7818295611601974,1.979115,5.280958,3.301843,1.048785052169397,-0.07052227493688346,81.0,0.07512660453823719,0.780706013690826,0.0012965911450242714,0.001222428425690697,0.9823725805194017,S11,baseline
3.457063187867647,0.6457408438192697,2.561479,5.047487,2.4860080000000004,1.1874496398051935,0.07203473710283603,105.0,0.1662681085250822,0.6391040623080647,0.0053503900834911255,0.007996006561423971,0.9568400501943519,S11,stress
5.111132824576272,1.7436948145052724,2.841262,9.165894,6.324631999999999,0.6337643986298516,-1.0018665131494457,64.0,0.20192531023093857,1.7412076426669703,0.0056477314585927875,0.0018271282398945056,0.9858439905170467,S13,baseline
14.061554225988703,1.4577226627072815,9.890457,15.921474,6.031017,-0.925564860173921,-0.02469024096063066,107.0,0.31212031109604915,1.4338661653193583,0.04514017135062315,0.006238593108202501,0.9396411507560322,S13,stress
0.2856369934322034,0.014474162778961125,0.251,0.349502,0.09850199999999998,0.407295226579733,-0.6944341532740097,74.0,0.007609587831568218,0.014174707609985203,3.5716528553129975e-06,0.0011600512872380914,0.9438584153905396,S14,baseline
0.33617990851851853,0.01754501832379698,0.291936,0.57465,0.282714,0.9802859876876155,15.378860006056547,4.0,0.06610908832611018,0.016484656072051587,1.981188213960038e-05,0.0028855856831549727,0.8625431241649045,S14,stress
0.28257812595744686,0.02429154142710092,0.221577,0.334151,0.11257399999999998,-0.005236892786342127,-0.7157958919253158,225.0,0.006914168809728463,0.023646509546471496,1.6876366507398208e-05,0.005765018150873653,0.9294671860359993,S15,baseline
1.316977023323615,0.16452367566818374,0.787006,1.642993,0.8559869999999999,-1.0694230209284095,0.7902419106292147,110.0,0.031234748165980677,0.16279789200632547,0.00038878294847153076,0.006242774675186953,0.9420050746029179,S15,stress
0.28640914915254234,0.008437073070014888,0.262278,0.356954,0.09467599999999998,0.8813617043385928,4.273049531517178,135.0,0.008692671793456381,0.007396087044047864,6.1843923313507935e-06,0.002061631549791684,0.7204407852465298,S16,baseline
1.996655728826152,0.3464124709911226,1.387211,2.656158,1.268947,-0.009917515704637243,-1.5355552152826735,93.0,0.05169748599652685,0.34479616116044803,0.0008896057638275574,0.0064474896741889085,0.9743798756139748,S16,stress
1.3732163435647757,0.2635684137364044,1.036753,2.425865,1.389112,0.8591527000412148,0.008687523128727115,24.0,0.09693899101924545,0.26298975077482273,0.00011737108190547233,0.0006733573762010472,0.9796629396335637,S17,baseline
1.0479704156293224,0.05793341750208679,0.976522,2.016777,1.0402549999999997,5.379432094693277,54.61291373054348,15.0,0.28036194842347395,0.04174250585977132,0.001252172699579615,0.019914988987868257,0.4222206868709247,S17,stress
0.29789845180327873,0.3092799683110155,0.074584,1.640539,1.565955,2.1016935808419026,4.092838361631432,7.0,0.2544270288426934,0.30875952812264773,0.00022130801180351588,0.0035159427694940212,0.9621368932132254,S2,baseline
0.8701075955284553,0.2043665778690108,0.546114,1.25604,0.7099260000000001,-0.04682961325280527,-1.5151417136597796,78.0,0.043852746233754424,0.2027520763905685,0.0005079955010886232,0.010836886870084371,0.9696148101021351,S2,stress
1.7433989868421051,1.638019606849337,0.360299,7.186026,6.825727,1.420750268785011,1.0398955805912133,36.0,0.17202745965408442,1.6378492038622177,0.000499034210378426,0.0003431550916888976,0.9833287935828408,S3,baseline
2.725501109026964,1.385038639745919,0.321862,5.55524,5.233378,-0.12372543536700774,-1.0024671601195982,41.0,0.43396626761223445,1.3757091007374442,0.022268229977018036,0.061508748972918685,0.969625732683245,S3,stress
0.13367437443316776,0.023804271382306195,0.098763,0.225401,0.12663799999999997,1.518338249321438,1.6561727766614691,533.0,0.003293358776256445,0.02374055360751186,1.1443196728770175e-06,0.0006940947988239363,0.9696214352231124,S4,baseline
2.348660469685039,0.29358488352298284,1.354981,3.119045,1.7640639999999999,-0.2644434228606403,0.3914874161124726,80.0,0.1892650189159792,0.275424008267837,0.008121961866090197,0.023748386444511035,0.8102773458169238,S4,stress
0.8241519630634391,0.1310487632682675,0.493939,1.361132,0.867193,1.9194836077601205,3.9702811294433515,24.0,0.10761967167460289,0.12816129488755457,0.00038345059368496027,0.005242444905474026,0.9225484871833878,S5,baseline
3.5521308290697675,0.5694674152484653,2.265123,4.738588,2.473465,-0.3934557437279531,-0.768132429956156,87.0,0.1290500070665956,0.5650896285328351,0.003631201984362596,0.009321556344398664,0.9575706436995496,S5,stress
0.7055687699152542,0.6349672586021634,0.198503,3.017447,2.818944,1.7392879240315064,2.1077526828665656,27.0,0.07311109099867577,0.6348331906943602,0.0001224930374818291,0.0004854921188012045,0.9765982918101029,S6,baseline
