ibi_mean,ibi_std,ibi_min,ibi_max,ibi_range,ibi_median,subject,label,window
0.6580255681818182,0.18352848541047664,0.34375,1.03125,0.6875,0.6875,S10,baseline,1
0.611328125,0.22167466839949493,0.296875,1.203125,0.90625,0.609375,S10,baseline,2
0.59,0.1956699229570043,0.296875,1.203125,0.90625,0.625,S10,baseline,3
0.6083984375,0.1426862193699147,0.3125,1.078125,0.765625,0.640625,S10,baseline,4
0.6153590425531915,0.12514756879014188,0.34375,1.078125,0.734375,0.625,S10,baseline,5
0.6168619791666666,0.11468639940316405,0.296875,0.953125,0.65625,0.625,S10,baseline,6
0.6029974489795918,0.10493058167442469,0.296875,0.953125,0.65625,0.59375,S10,baseline,7
0.5802696078431373,0.06497987703477175,0.34375,0.765625,0.421875,0.59375,S10,baseline,8
0.5694110576923077,0.10067630481540893,0.296875,0.9375,0.640625,0.578125,S10,baseline,9
0.5834375,0.08092543346346685,0.296875,0.9375,0.640625,0.5859375,S10,baseline,10
0.5848651960784313,0.0493383479197647,0.375,0.8125,0.4375,0.578125,S10,baseline,11
0.5884375,0.0991472429331749,0.296875,0.90625,0.609375,0.578125,S10,baseline,12
0.59625,0.14638748879258773,0.296875,1.0,0.703125,0.59375,S10,baseline,13
0.625,0.13863470386963458,0.3125,1.0,0.6875,0.609375,S10,baseline,14
0.6181640625,0.09199232572530308,0.328125,0.859375,0.53125,0.625,S10,baseline,15
0.6087372448979592,0.0983642920840959,0.3125,0.90625,0.59375,0.609375,S10,baseline,16
0.596875,0.1232296509570647,0.3125,0.90625,0.59375,0.609375,S10,baseline,17
0.5865625,0.11892298256119378,0.3125,0.84375,0.53125,0.609375,S10,baseline,18
0.5848651960784313,0.0751106530260573,0.375,0.8125,0.4375,0.59375,S10,baseline,19
0.607421875,0.13886430310823,0.375,1.359375,0.984375,0.578125,S10,baseline,20
0.59375,0.16427115618726873,0.3125,1.359375,1.046875,0.578125,S10,baseline,21
0.5380681818181818,0.136858123322737,0.296875,0.8125,0.515625,0.578125,S10,baseline,22
0.5397727272727273,0.11558346082069552,0.296875,0.765625,0.46875,0.5625,S10,baseline,23
0.5637019230769231,0.03886321205342486,0.359375,0.734375,0.375,0.5625,S10,baseline,24
0.5465856481481481,0.06346839046333087,0.296875,0.71875,0.421875,0.5625,S10,baseline,25
0.5383522727272727,0.11794050428776746,0.296875,0.859375,0.5625,0.546875,S10,baseline,26
0.5828125,0.16193561847614008,0.296875,0.921875,0.625,0.5625,S10,baseline,27
0.5718149038461539,0.17310691638820516,0.296875,0.921875,0.625,0.640625,S10,baseline,28
0.5495283018867925,0.11824837607462617,0.296875,0.78125,0.484375,0.578125,S10,baseline,29
0.595344387755102,0.020517484620083435,0.546875,0.640625,0.09375,0.59375,S10,baseline,30
0.5649038461538461,0.07981257949586658,0.296875,0.640625,0.34375,0.59375,S10,baseline,31
0.5592570754716981,0.08511525002725334,0.296875,0.765625,0.46875,0.578125,S10,baseline,32
0.5630896226415094,0.09059969678428714,0.296875,0.765625,0.46875,0.5625,S10,baseline,33
0.5462962962962963,0.12672289800900663,0.296875,0.90625,0.609375,0.5625,S10,baseline,34
0.5808823529411765,0.15954569273701583,0.3125,1.21875,0.90625,0.59375,S10,baseline,35
0.6143617021276596,0.1428098004983529,0.328125,1.21875,0.890625,0.59375,S10,baseline,36
0.585,0.1314418241086147,0.3125,0.90625,0.59375,0.59375,S10,baseline,37
0.5400568181818182,0.15953266589511786,0.296875,0.953125,0.65625,0.546875,S10,baseline,38
0.5379050925925926,0.1523115276895385,0.296875,0.953125,0.65625,0.5625,S10,baseline,39
0.5637019230769231,0.11566909542191835,0.296875,0.8125,0.515625,0.5625,S10,baseline,40
0.5848651960784313,0.07291151736637659,0.296875,0.78125,0.484375,0.59375,S10,baseline,41
0.5972576530612245,0.10886201247592388,0.3125,0.875,0.5625,0.609375,S10,baseline,42
0.5963010204081632,0.16731684686204415,0.296875,1.0,0.703125,0.609375,S10,baseline,43
0.585625,0.16178448241410548,0.296875,1.0,0.703125,0.6171875,S10,baseline,44
0.5520833333333334,0.1708724972045704,0.296875,0.96875,0.671875,0.609375,S10,baseline,45
0.5551297169811321,0.15970830198531666,0.296875,0.96875,0.671875,0.59375,S10,baseline,46
0.6023596938775511,0.12111555409729191,0.296875,0.96875,0.671875,0.609375,S10,baseline,47
0.6149088541666666,0.18239830167920398,0.3125,1.25,0.9375,0.609375,S10,baseline,48
0.6379076086956522,0.18891855674711286,0.3125,1.25,0.9375,0.625,S10,baseline,49
0.6023596938775511,0.13367018320466054,0.296875,1.0,0.703125,0.59375,S10,baseline,50
0.5512971698113207,0.15235043552367739,0.296875,1.0625,0.765625,0.578125,S10,baseline,51
0.5733173076923077,0.16924724365288088,0.3125,1.0625,0.75,0.59375,S10,baseline,52
0.5793504901960784,0.15467475367292272,0.296875,0.96875,0.671875,0.609375,S10,baseline,53
0.5988520408163265,0.12473615949527622,0.296875,0.96875,0.671875,0.625,S10,baseline,54
0.5928125,0.11769307607608019,0.296875,0.875,0.578125,0.625,S10,baseline,55
0.5772058823529411,0.19321884629465402,0.296875,1.359375,1.0625,0.59375,S10,baseline,56
0.6297554347826086,0.1819511120371351,0.328125,1.359375,1.03125,0.625,S10,baseline,57
0.6838662790697675,0.056168910513269714,0.5625,0.921875,0.359375,0.6875,S10,baseline,58
0.6824127906976745,0.056560124001771135,0.5,0.921875,0.421875,0.6875,S10,baseline,59
0.6240026595744681,0.0898111067732803,0.390625,0.921875,0.53125,0.625,S10,baseline,60
0.6256648936170213,0.0794081753688763,0.390625,0.84375,0.453125,0.640625,S10,baseline,61
0.6621527777777778,0.04435211764398824,0.421875,0.71875,0.296875,0.671875,S10,baseline,62
0.6293218085106383,0.09445117485401522,0.296875,0.765625,0.46875,0.640625,S10,baseline,63
0.6004464285714286,0.09159948450304997,0.296875,0.765625,0.46875,0.625,S10,baseline,64
0.5998086734693877,0.03498364324464918,0.46875,0.703125,0.234375,0.59375,S10,baseline,65
0.59375,0.02795084971874737,0.46875,0.6875,0.21875,0.59375,S10,baseline,66
0.5875,0.042961647140211,0.40625,0.703125,0.296875,0.5859375,S10,baseline,67
0.5775122549019608,0.041967448103352366,0.40625,0.703125,0.296875,0.578125,S10,baseline,68
0.5840625,0.10212058206478261,0.3125,0.953125,0.640625,0.578125,S10,baseline,69
0.6033163265306123,0.11882115242690017,0.3125,0.953125,0.640625,0.59375,S10,baseline,70
0.5998086734693877,0.08492805366762463,0.34375,0.953125,0.609375,0.609375,S10,baseline,71
0.5835459183673469,0.133090795629523,0.328125,1.03125,0.703125,0.59375,S10,baseline,72
0.5928125,0.16516474966302586,0.296875,1.03125,0.734375,0.59375,S10,baseline,73
0.5784313725490197,0.13474890254228938,0.296875,0.921875,0.625,0.609375,S10,baseline,74
0.585,0.12087571095964648,0.3125,0.921875,0.609375,0.609375,S10,baseline,75
0.5706129807692307,0.0968289662947569,0.328125,0.890625,0.5625,0.5859375,S10,baseline,76
0.5697115384615384,0.06813960472624214,0.328125,0.671875,0.34375,0.5859375,S10,baseline,77
0.4882172131147541,0.1656413283037578,0.296875,0.984375,0.6875,0.4375,S10,stress,1
0.47908266129032256,0.1528857461728754,0.296875,0.984375,0.6875,0.4375,S10,stress,2
0.4965572033898305,0.13841745980563067,0.296875,0.890625,0.59375,0.453125,S10,stress,3
